,Unnamed: 0,date,time,abstract,sentiment_score,sentiment_score1,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment
165,165,2019-01-11,11:56:45+0000,President Trump headed to the border while the White House and Congress worked on solutions to reopen the government.,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1779}","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1779}",0.0,0.914,0.086,0.1779
166,166,2019-06-10,11:01:26+0000,Uniting the aerospace unit of United Technologies and Raytheon will create a huge maker of jet engines and missiles — and could force more mergers in the industry.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.7351}","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.7351}",0.0,0.762,0.238,0.7351
167,167,2019-04-17,09:00:11+0000,“The Lehman Trilogy” is a theatrical panorama of the firm’s history and collapse. Lehman descendants and onetime employees have taken a keen interest.,"{'neg': 0.12, 'neu': 0.674, 'pos': 0.206, 'compound': 0.3182}","{'neg': 0.12, 'neu': 0.674, 'pos': 0.206, 'compound': 0.3182}",0.12,0.674,0.206,0.3182
168,168,2019-05-15,09:00:11+0000,The escalating trade war between the United States and China is threatening the global economy.,"{'neg': 0.33, 'neu': 0.543, 'pos': 0.127, 'compound': -0.6705}","{'neg': 0.33, 'neu': 0.543, 'pos': 0.127, 'compound': -0.6705}",0.33,0.543,0.127,-0.6705
169,169,2019-06-12,20:17:23+0000,"Unless Congress and the White House act, nearly every older American will be affected. The math of retirement planning is already changing.","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}",0.071,0.929,0.0,-0.1531
170,170,2019-05-23,12:13:51+0000,The Trump administration announced an aid package for farmers on Thursday to mollify an important political constituency hurt by a trade clash with China.,"{'neg': 0.13, 'neu': 0.802, 'pos': 0.069, 'compound': -0.3818}","{'neg': 0.13, 'neu': 0.802, 'pos': 0.069, 'compound': -0.3818}",0.13,0.802,0.069,-0.3818
171,171,2019-06-18,09:00:11+0000,"Despite skepticism and concern about Facebook’s reach, the company envisions an alternative financial system based on a new cryptocurrency called Libra.","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.212}","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.212}",0.0,0.864,0.136,0.212
172,172,2019-02-19,21:30:42+0000,"A decline in residential real estate has led several recessions. With construction still in a multiyear slump, it seems unlikely to be the culprit this year.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
173,173,2019-04-03,09:00:09+0000,"As a tight labor market raises costs, employers say the need for low-wage help can’t be met by the declining ranks of the native-born.","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.0,0.891,0.109,0.4019
174,174,2019-01-10,19:20:47+0000,"At the economics profession’s largest annual gathering, women said sexual harassment, discrimination and bullying were pushing them to the sidelines or out of the field altogether.","{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.8126}","{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.8126}",0.236,0.764,0.0,-0.8126
175,175,2019-05-16,09:00:16+0000,"As Prime Minister Narendra Modi seeks re-election, he confronts anger over a weakening economy and failed promises to revive stalled infrastructure projects.","{'neg': 0.406, 'neu': 0.438, 'pos': 0.156, 'compound': -0.7906}","{'neg': 0.406, 'neu': 0.438, 'pos': 0.156, 'compound': -0.7906}",0.406,0.438,0.156,-0.7906
176,176,2019-01-08,11:42:02+0000,"An approach meant to treat students as investments rather than cash cows is being tested by Lambda School, an online learning start-up.","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",0.0,0.886,0.114,0.4019
177,177,2019-04-12,10:31:49+0000,"The company’s I.P.O. prospectus shows just how big the company is, but it also raises some large red flags to investors.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
178,178,2019-05-03,18:36:55+0000,"The ruling, by a three-judge panel from the Federal District Court in Cincinnati, ordered new maps to be drawn before the 2020 election.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
179,179,2019-04-11,19:46:25+0000,President Andrés Manuel López Obrador wants to limit private and foreign investment while strengthening state-owned giants that analysts say are inefficient and corrupt.,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0.0,0.873,0.127,0.4939
180,180,2019-05-03,18:36:55+0000,"The ruling, by a three-judge panel from the Federal District Court in Cincinnati, ordered new maps to be drawn before the 2020 election.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
181,181,2019-02-25,17:06:59+0000,"Companies keep buying huge quantities of their own shares, propelling prices higher even as pensions, mutual funds and individuals sit on their hands.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5423}","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5423}",0.0,0.824,0.176,0.5423
182,182,2019-06-06,18:24:57+0000,"Faring worse in the recovery, they worry more about jobs than white Democrats do, polling shows.","{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.7184}","{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.7184}",0.3,0.7,0.0,-0.7184
183,183,2019-06-18,12:04:24+0000,"President Trump is increasingly viewing international economic policy through a narrow lens, seeing only how other countries decisions affect the United States.","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.0,0.877,0.123,0.4215
184,184,2019-02-23,11:00:37+0000,The market rout late last year and losses at Kraft Heinz hurt Berkshire’s profits. Mr. Buffett also talked about his appetite for huge deals and the U.S. budget deficit.,"{'neg': 0.232, 'neu': 0.632, 'pos': 0.137, 'compound': -0.5574}","{'neg': 0.232, 'neu': 0.632, 'pos': 0.137, 'compound': -0.5574}",0.232,0.632,0.137,-0.5574
185,185,2019-01-30,11:37:03+0000,"Beijing and Washington have reasons to seek progress in negotiations, but the sides are still far apart.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2263}",0.0,0.894,0.106,0.2263
186,186,2019-05-05,17:14:38+0000,The president’s threat was aimed at forcing Beijing to agree to a final trade deal on America’s terms this week in Washington.,"{'neg': 0.137, 'neu': 0.763, 'pos': 0.1, 'compound': -0.2263}","{'neg': 0.137, 'neu': 0.763, 'pos': 0.1, 'compound': -0.2263}",0.137,0.763,0.1,-0.2263
187,187,2019-01-22,12:01:12+0000,"An influential financier says investors should pay heed to growing social tensions — and the message is resonating at the gathering in Davos, Switzerland.","{'neg': 0.148, 'neu': 0.686, 'pos': 0.166, 'compound': 0.128}","{'neg': 0.148, 'neu': 0.686, 'pos': 0.166, 'compound': 0.128}",0.148,0.686,0.166,0.128
188,188,2019-01-04,11:32:16+0000,The flow of distressing news this week showed more evidence of slowing growth and suggested that investors had cause for concern.,"{'neg': 0.111, 'neu': 0.782, 'pos': 0.107, 'compound': -0.0258}","{'neg': 0.111, 'neu': 0.782, 'pos': 0.107, 'compound': -0.0258}",0.111,0.782,0.107,-0.0258
189,189,2019-02-26,11:35:11+0000,The energy company will fund an initiative run by the nonprofit Catalyst that teaches male executives how to improve inclusion at their companies.,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6124}",0.0,0.808,0.192,0.6124
190,190,2019-05-30,10:44:31+0000,"The focus has been on China, but Europe may soon find itself in a fight with President Trump on tariffs.","{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5267}","{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5267}",0.159,0.841,0.0,-0.5267
191,191,2019-03-25,10:21:31+0000,"Legal challenges still stand in the way of the White House, despite Robert Mueller’s good news for President Trump.","{'neg': 0.113, 'neu': 0.755, 'pos': 0.132, 'compound': -0.1546}","{'neg': 0.113, 'neu': 0.755, 'pos': 0.132, 'compound': -0.1546}",0.113,0.755,0.132,-0.1546
192,192,2019-02-06,22:36:12+0000,"The agency’s new director reversed course on regulations intended to prevent borrowers from being caught in an endless cycle of short-term, high interest loans.","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4767}","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4767}",0.0,0.843,0.157,0.4767
193,193,2019-06-05,16:35:54+0000,"Joe Biden faced a backlash over his support for the measure, which advocates say disproportionately harms poor women and women of color.","{'neg': 0.233, 'neu': 0.667, 'pos': 0.1, 'compound': -0.5574}","{'neg': 0.233, 'neu': 0.667, 'pos': 0.1, 'compound': -0.5574}",0.233,0.667,0.1,-0.5574
194,194,2019-04-03,10:37:20+0000,A New York Times investigation reveals how much power the Murdoch media machine wields — and uncovers the cracks within the family that controls it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
195,195,2019-03-18,22:34:37+0000,"Deutsche Bank’s hunger for profits and risk led it to lend Donald Trump more than $2 billion. Once he was elected president, employees were told not to utter his name.","{'neg': 0.121, 'neu': 0.794, 'pos': 0.085, 'compound': -0.0516}","{'neg': 0.121, 'neu': 0.794, 'pos': 0.085, 'compound': -0.0516}",0.121,0.794,0.085,-0.0516
196,196,2019-02-27,23:41:48+0000,Argosy University teetered on the edge of collapse after the federal government accused it of misusing money that was owed to students.,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.6597}","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.6597}",0.213,0.787,0.0,-0.6597
197,197,2019-05-14,19:05:16+0000,The National Labor Relations Board’s position is a setback for drivers who had hoped to join forces to push for better pay and working conditions.,"{'neg': 0.048, 'neu': 0.687, 'pos': 0.265, 'compound': 0.743}","{'neg': 0.048, 'neu': 0.687, 'pos': 0.265, 'compound': 0.743}",0.048,0.687,0.265,0.743
198,198,2019-04-10,21:40:17+0000,The president wants to limit the influence of state governments and the State Department in approving domestic and international pipelines.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
199,199,2019-06-14,19:07:10+0000,"Provisions set by the Justice Department, described by people familiar with the plan, could weaken a lawsuit that 10 attorneys general filed to try to block the $26 billion deal.","{'neg': 0.211, 'neu': 0.694, 'pos': 0.094, 'compound': -0.4939}","{'neg': 0.211, 'neu': 0.694, 'pos': 0.094, 'compound': -0.4939}",0.211,0.694,0.094,-0.4939
200,200,2019-01-25,01:10:28+0000,"In new tests, Amazon’s system had more difficulty identifying the gender of female and darker-skinned faces than similar services from IBM and Microsoft.","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4005}","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4005}",0.109,0.891,0.0,-0.4005
201,201,2019-05-21,20:38:29+0000,"After almost seven years of negotiations, the union reached an agreement with the airline that gives its members $160 million in back pay and raises of 20 percent.","{'neg': 0.045, 'neu': 0.806, 'pos': 0.148, 'compound': 0.4939}","{'neg': 0.045, 'neu': 0.806, 'pos': 0.148, 'compound': 0.4939}",0.045,0.806,0.148,0.4939
202,202,2019-05-17,23:04:58+0000,"Senators Cory Booker, Kirsten Gillibrand and Elizabeth Warren are taking an aggressive approach in a debate whose terms have long been set by conservatives.","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.1531}","{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.1531}",0.068,0.932,0.0,-0.1531
203,203,2019-02-08,00:27:29+0000,"In approving the sale of Sears to Edward S. Lampert, a federal bankruptcy judge said the billionaire should avoid becoming a “cartoon character.”","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",0.099,0.901,0.0,-0.296
204,204,2019-06-29,18:38:36+0000,Democrats are eager to stand far apart from President Trump on immigration. But the debates this week raised questions about how far is too far.,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.0,0.906,0.094,0.3612
205,205,2019-06-28,02:32:07+0000,Ms. Harris sharply criticized Mr. Biden over his stance on busing and his recent comments on segregationist senators. Here is a transcript of the exchange.,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}",0.098,0.902,0.0,-0.3612
206,206,2019-03-29,09:00:14+0000,"Mr. Biden voted for a constitutional amendment to allow individual states to overturn Roe in 1982, then later voted against it. His back-and-forth over abortion has been a hallmark of his career.","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}",0.0,0.939,0.061,0.2263
207,207,2019-06-10,15:46:52+0000,The sloppy screening of corporate transactions is the latest blow to the bank’s reputation only days after its shares hit a record low.,"{'neg': 0.086, 'neu': 0.823, 'pos': 0.091, 'compound': 0.0258}","{'neg': 0.086, 'neu': 0.823, 'pos': 0.091, 'compound': 0.0258}",0.086,0.823,0.091,0.0258
208,208,2019-05-02,12:36:23+0000,"Mr. Bennet, a moderate Democrat from Colorado, has been involved in bipartisan Senate compromises on immigration, education and other issues.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
209,209,2019-02-02,17:00:04+0000,"Many liberals who are influential in the presidential primaries want a single-payer system, but some voters are uneasy about losing private insurance. Most candidates are now walking fine lines.","{'neg': 0.194, 'neu': 0.655, 'pos': 0.151, 'compound': -0.5423}","{'neg': 0.194, 'neu': 0.655, 'pos': 0.151, 'compound': -0.5423}",0.194,0.655,0.151,-0.5423
210,210,2019-01-10,12:12:36+0000,"Lu Shaye said in an op-ed for The Hill Times that Canadians applied “double standards,” viewing their own country’s laws as having to be observed, but not China’s.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
211,211,2019-02-02,17:00:04+0000,"Many liberals who are influential in the presidential primaries want a single-payer system, but some voters are uneasy about losing private insurance. Most candidates are now walking fine lines.","{'neg': 0.194, 'neu': 0.655, 'pos': 0.151, 'compound': -0.5423}","{'neg': 0.194, 'neu': 0.655, 'pos': 0.151, 'compound': -0.5423}",0.194,0.655,0.151,-0.5423
212,212,2019-04-13,17:31:22+0000,"The battle between the companies, once partners, could affect the division of billions of dollars in smartphone profits and, perhaps, how much consumers pay for phones.","{'neg': 0.134, 'neu': 0.769, 'pos': 0.097, 'compound': -0.0258}","{'neg': 0.134, 'neu': 0.769, 'pos': 0.097, 'compound': -0.0258}",0.134,0.769,0.097,-0.0258
213,213,2019-02-25,08:00:05+0000,Should there be a wealth tax on the richest Americans? A top bracket of 70 percent? Or we could just close these gaping loopholes.,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8299}","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8299}",0.0,0.684,0.316,0.8299
214,214,2019-02-20,14:33:59+0000,"Hedge funds and other wealthy investors are plowing money into so-called opportunity zone funds, a creation of the 2017 tax law that provides incentives for spending on projects in poor areas.","{'neg': 0.082, 'neu': 0.661, 'pos': 0.257, 'compound': 0.6808}","{'neg': 0.082, 'neu': 0.661, 'pos': 0.257, 'compound': 0.6808}",0.082,0.661,0.257,0.6808
215,215,2019-03-26,09:00:10+0000,"Lobbyists are pressing legislatures, and sometimes working around them, to keep workers from being deemed employees and save the companies billions.","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.0,0.862,0.138,0.4939
216,216,2019-02-20,14:51:06+0000,"The departure, one of dozens by senior executives in recent years, is the latest turbulence in the months since federal regulators sued the carmaker.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
217,217,2019-06-23,07:02:04+0000,"When the 2020 Democrats were asked the best way to improve the health care system, a split in the field was revealed. Here are full responses from 19 candidates.","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8834}","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8834}",0.0,0.708,0.292,0.8834
218,218,2019-01-16,12:03:51+0000,"Prime Minister Theresa May’s plan suffered a crushing defeat, which thrust Britain further into political chaos. She must come up with a backup proposal by Monday.","{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.9081}","{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.9081}",0.383,0.617,0.0,-0.9081
219,219,2019-05-31,09:00:15+0000,"We’ve got budget, retirement account, credit, information security and insurance advice for your independent adult, college student, gap-year taker or future soldier.","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}",0.0,0.8,0.2,0.6124
220,220,2019-02-15,11:27:06+0000,The company’s decision could be a turning point for corporate-civic relations in the U.S. and a sign that leftist views are gaining traction.,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.0,0.877,0.123,0.4215
221,221,2019-06-04,15:18:24+0000,A shortage of controllers hastened the end of the government shutdown this year. Now catering employees hope a similar dynamic will help them win better pay.,"{'neg': 0.096, 'neu': 0.482, 'pos': 0.422, 'compound': 0.91}","{'neg': 0.096, 'neu': 0.482, 'pos': 0.422, 'compound': 0.91}",0.096,0.482,0.422,0.91
222,222,2019-06-12,15:14:54+0000,"If you ask five self-described democratic socialists what the term means, you’re likely to get five different answers. Here’s why.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
223,223,2019-06-05,19:55:53+0000,The commission said it was tightening standards. The advocates said the move would give customers a false sense of security.,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}",0.0,0.882,0.118,0.34
224,224,2019-05-13,09:00:21+0000,"The nation’s first presidential caucus is always important, but with more than 20 Democrats running this time, the need for a strong showing is far more urgent.","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8171}","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8171}",0.0,0.73,0.27,0.8171
225,225,2019-01-17,02:05:04+0000,"The move is the most ambitious effort yet by a tech company to fund construction for local teachers, firefighters and other middle- and low-income residents.","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5256}","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5256}",0.0,0.871,0.129,0.5256
226,226,2019-04-04,16:00:07+0000,"Several months ago, Jaguar introduced the I-Pace sport utility vehicle, and more rival electrics will soon be available from Audi, Mercedes, Porsche and Volvo.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
227,227,2019-01-29,08:51:47+0000,"A move by California’s largest electric utility, anticipating billions of dollars in damage claims, leaves wildfire victims, ratepayers, investors, creditors and suppliers to battle over a plan.","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7964}","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7964}",0.269,0.731,0.0,-0.7964
228,228,2019-02-25,11:14:50+0000,Here’s a simple — and realistic — plan for fixing U.S. tax laws.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
229,229,2019-04-26,13:00:05+0000,"Social media platforms have a role in inciting violence, but there’s little evidence to suggest that shutting them down prevents escalation.","{'neg': 0.116, 'neu': 0.818, 'pos': 0.066, 'compound': -0.2732}","{'neg': 0.116, 'neu': 0.818, 'pos': 0.066, 'compound': -0.2732}",0.116,0.818,0.066,-0.2732
230,230,2019-01-29,08:51:47+0000,"A move by California’s largest electric utility, anticipating billions of dollars in damage claims, leaves wildfire victims, ratepayers, investors, creditors and suppliers to battle over a plan.","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7964}","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7964}",0.269,0.731,0.0,-0.7964
231,231,2019-04-21,18:31:52+0000,Many other countries are adopting or considering stricter moderation of online speech. But they don’t have to work around the First Amendment.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
232,232,2019-02-26,15:34:43+0000,"The federal government lost its second bid to halt the blockbuster transaction, which has already begun to reshape much of the media industry.","{'neg': 0.085, 'neu': 0.772, 'pos': 0.143, 'compound': 0.3818}","{'neg': 0.085, 'neu': 0.772, 'pos': 0.143, 'compound': 0.3818}",0.085,0.772,0.143,0.3818
233,233,2019-04-04,16:00:07+0000,"Several months ago, Jaguar introduced the I-Pace sport utility vehicle, and more rival electrics will soon be available from Audi, Mercedes, Porsche and Volvo.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
234,234,2019-06-29,22:40:28+0000,"After a few big unions held talks on limiting employment protections for the companies’ workers, other labor leaders denounced the idea.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
235,235,2019-03-15,09:00:14+0000,"After a state election defeat, Republicans in the Scranton area complain the country is being overtaken by undeserving outsiders and the Democrats who represent them.","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8126}","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8126}",0.286,0.714,0.0,-0.8126
236,236,2019-01-25,14:00:04+0000,Facebook’s chief executive has asserted control over its sprawling divisions and mandated the social network’s messaging services be knitted together.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
237,237,2019-01-18,11:45:37+0000,"Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China.","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.6249}","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.6249}",0.0,0.797,0.203,0.6249
238,238,2019-01-31,23:33:05+0000,In the On Politics newsletter: Ms. Abrams will be the first black woman to deliver the Democratic response to a State of the Union address.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
239,239,2019-06-11,09:00:11+0000,"Thanks to the influx of college-educated transplants and the mobilization of Latino voters, Arizona has become a key state in 2020 politics.","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.0,0.873,0.127,0.4404
240,240,2019-01-10,13:01:12+0000,"The Iowa congressman, who has used racist language and been denounced as a white supremacist, wrote the playbook on white identity politics and many of the issues that are ascendant in the G.O.P.","{'neg': 0.113, 'neu': 0.845, 'pos': 0.042, 'compound': -0.5423}","{'neg': 0.113, 'neu': 0.845, 'pos': 0.042, 'compound': -0.5423}",0.113,0.845,0.042,-0.5423
241,241,2019-06-28,02:28:23+0000,"Senator Kamala Harris confronted the former vice president in a searing moment over racial equality, and others attacked him on policy and generational divide.","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.5859}","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.5859}",0.186,0.814,0.0,-0.5859
242,242,2019-05-29,10:13:06+0000,"Both inside and outside the White House, there are growing calls for a weakening of China’s links to U.S. financial markets.","{'neg': 0.105, 'neu': 0.818, 'pos': 0.077, 'compound': -0.1531}","{'neg': 0.105, 'neu': 0.818, 'pos': 0.077, 'compound': -0.1531}",0.105,0.818,0.077,-0.1531
243,243,2019-06-17,10:44:26+0000,Big financial donors have started to favor three candidates in the Democratic presidential primary — and none are hometown politicians.,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",0.0,0.87,0.13,0.4019
244,244,2019-06-27,03:29:47+0000,Read the transcript from Night One of the Democratic presidential debate.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
245,245,2019-06-28,04:38:13+0000,Read the full transcript from Night Two of the Democratic primary debate.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
246,246,2019-10-30,18:02:13+0000,"The quarter-point cut comes as the economy continues to show signs of slowing, but the Fed signaled that it may pause to weigh incoming data before adjusting rates again.","{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.1406}","{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.1406}",0.052,0.948,0.0,-0.1406
